,book_id,title,format,authors,size,publicationYear,genres
250729,1340.0,god is Not Great: How Religion Poisons Everything,Hardcover,3956,307,2007,"non-fiction,history,historical fiction,biography"
251859,1012.0,Pride and Prejudice,Paperback,"1265,3500,16378912,14532,1244,13771732,15258855,6765",279,2000,"fiction,romance,history,historical fiction,biography,young-adult"
255262,19523.0,"Smaragdgrün (Edelstein-Trilogie, #3)",Hardcover,298438,496,2010,"fantasy,paranormal,young-adult,romance,fiction,history,historical fiction,biography,mystery,thriller,crime"
256857,19877.0,The Yellow Wall-Paper,Paperback,"29527,223869",64,1996,"fiction,history,historical fiction,biography,mystery,thriller,crime"
258307,23321.0,The Merry Adventures of Robin Hood,Paperback,53350,400,2004,"fiction,history,historical fiction,biography,fantasy,paranormal,children,young-adult,romance"
258319,47578.0,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",Paperback,53348,40,2006,"fantasy,paranormal,fiction,young-adult,children,non-fiction"
258764,7339.0,Rebecca,Paperback,"2001717,52956",441,2007,"fiction,mystery,thriller,crime,romance,history,historical fiction,biography"
259463,18261.0,The Secret Keeper,Hardcover,615274,484,2012,"fiction,history,historical fiction,biography,mystery,thriller,crime,romance"
260240,7429.0,Howl and Other Poems,Hardcover,"4261,15435",56,2001,"poetry,fiction,non-fiction"
260241,14318.0,"Howl's Moving Castle (Howl's Moving Castle, #1)",Mass Market Paperback,4260,329,2001,"fantasy,paranormal,young-adult,fiction,romance,children,mystery,thriller,crime"
261501,864.0,Sophie's World,Paperback,"1388082,5008438",403,1995,"fiction,children,non-fiction,young-adult,history,historical fiction,biography,romance,fantasy,paranormal"
261509,14823.0,The Virgin Suicides,Paperback,1467,250,2002,"fiction,young-adult,history,historical fiction,biography,romance"
264849,17415.0,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",Hardcover,"1069006,25523",248,2006,"young-adult,children,fiction,fantasy,paranormal"
268132,1508.0,A Man Called Ove,Hardcover,"6485178,3363844",337,2014,fiction
268612,21898.0,"Eldest (The Inheritance Cycle, #2)",Paperback,8349,704,2007,"young-adult,fantasy,paranormal,fiction,children,romance"
269097,21422.0,Mrs. Dalloway,Hardcover,"6765,26993",194,2002,"fiction,history,historical fiction,biography,romance"
270236,19956.0,"The Lost Colony (Artemis Fowl, #5)",Hardcover,10896,385,2006,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
271904,19981.0,The Raven,Paperback,"4624490,290375",64,1996,"fiction,mystery,thriller,crime,poetry,history,historical fiction,biography,fantasy,paranormal"
276369,15272.0,The Vagina Monologues,Paperback,"60609,57108",185,2001,"non-fiction,fiction,poetry,history,historical fiction,biography"
276631,16297.0,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Hardcover,56224,284,2006,"young-adult,romance,mystery,thriller,crime,fiction,fantasy,paranormal"
276905,13435.0,Smile,Hardcover,21618,224,2010,"comics,graphic,young-adult,fiction,children,non-fiction,history,historical fiction,biography"
277155,14864.0,Sing You Home,Hardcover,7128,466,2011,"fiction,romance"
277619,15267.0,Mystic River,Paperback,10289,416,2001,"mystery,thriller,crime,fiction"
278822,39469.0,The Sands of Time,Paperback,9068,427,1996,"fiction,mystery,thriller,crime,romance,history,historical fiction,biography,young-adult"
278828,39468.0,Windmills of the Gods,Paperback,9068,419,1994,"fiction,mystery,thriller,crime,romance"
280775,21105.0,Pinocchio,Paperback,"15123,7195,2450573,4699102",262,1996,"children,young-adult,fiction,fantasy,paranormal"
281178,1526.0,"Fifty Shades of Grey (Fifty Shades, #1)",ebook,4725841,356,2011,"romance,fiction,young-adult"
282347,29924.0,Ariel,Paperback,4379,105,1999,"poetry,fiction,non-fiction"
285678,13519.0,"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",Hardcover,9987,518,2006,"history,historical fiction,biography,fiction,romance,comics,graphic"
289763,3110.0,This Song Will Save Your Life,Hardcover,3390621,276,2013,"young-adult,fiction,romance"
290845,7341.0,"Dead Until Dark (Sookie Stackhouse, #1)",Mass Market Paperback,17061,292,2001,"fantasy,paranormal,romance,fiction,mystery,thriller,crime,young-adult"
293255,6170.0,"Everlasting (The Immortals, #6)",ebook,200317,336,2011,"young-adult,fantasy,paranormal,romance,fiction"
295383,1511.0,The Woman in Cabin 10,Hardcover,9013543,340,2016,"mystery,thriller,crime,fiction"
295752,4765.0,"Hunger (Gone, #2)",Hardcover,1599723,590,2009,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
302002,16524.0,Luckiest Girl Alive,Hardcover,6464799,352,2015,"fiction,mystery,thriller,crime,young-adult"
302004,7166.0,Confess,Paperback,5430144,306,2015,"romance,fiction,young-adult"
302149,12795.0,"The End (A Series of Unfortunate Events, #13)",Hardcover,"36746,44524",368,2006,"fiction,young-adult,children,fantasy,paranormal,mystery,thriller,crime"
302151,12796.0,"The Penultimate Peril (A Series of Unfortunate Events, #12)",Hardcover,"36746,44524",353,2005,"fiction,young-adult,children,mystery,thriller,crime,fantasy,paranormal"
302152,12797.0,"The Grim Grotto (A Series of Unfortunate Events, #11)",Hardcover,"36746,44524",323,2004,"fiction,young-adult,children,fantasy,paranormal,mystery,thriller,crime"
302157,12803.0,"The Hostile Hospital (A Series of Unfortunate Events, #8)",Hardcover,"36746,44524",272,2001,"fiction,young-adult,children,fantasy,paranormal,mystery,thriller,crime"
302158,12810.0,"The Miserable Mill (A Series of Unfortunate Events, #4)",Paperback,"36746,44524",194,2000,"fiction,young-adult,children,fantasy,paranormal,mystery,thriller,crime"
302489,17541.0,The Polar Express,Hardcover,9685,32,2000,"children,fiction,fantasy,paranormal,young-adult"
306763,21252.0,The Remains of the Day,Paperback,4280,258,2005,"fiction,history,historical fiction,biography,romance"
307738,82896.0,Adventures of Huckleberry Finn,Paperback,1244,588,2001,"fiction,history,historical fiction,biography,young-adult,children"
307799,5961.0,"Torn (Trylle, #2)",Paperback,3486415,291,2010,"fantasy,paranormal,romance,fiction,young-adult"
308561,1326.0,Between the World and Me,Hardcover,1214964,152,2015,"non-fiction,history,historical fiction,biography,fiction"
311117,8437.0,A Long Way Down,Hardcover,2929,368,2006,fiction
312383,19075.0,"Hamlet: Screenplay, Introduction And Film Diary",Paperback,"55118,947",224,1996,"fiction,poetry,history,historical fiction,biography,non-fiction,romance,young-adult"
312394,21460.0,"Percy Jackson and the Olympians Boxed Set (Percy Jackson and the Olympians, #1-5)",Hardcover,"15872,4629237",1744,2009,"young-adult,fantasy,paranormal,fiction,children,romance,mystery,thriller,crime"
312492,6192.0,"The Ask and the Answer (Chaos Walking, #2)",Hardcover,370361,536,2009,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
313162,296600.0,After Me Comes The Flood,Paperback,480401,232,2014,"fiction,mystery,thriller,crime,history,historical fiction,biography"
313480,18869.0,I've Got Your Number,Hardcover,6160,433,2012,"romance,fiction,young-adult"
314010,7219.0,Behind Closed Doors,Hardcover,14425604,320,2016,"mystery,thriller,crime,fiction"
315100,14747.0,In Her Shoes,Paperback,9212,537,2005,"fiction,romance"
317740,29012.0,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,ebook,1038942,241,2012,"non-fiction,fiction"
318636,17583.0,"South of the Border, West of the Sun",Paperback,"3354,403782",190,2006,"fiction,romance,fantasy,paranormal"
318735,50836.0,"The Calling (Endgame, #1)",Hardcover,"822,1960761",461,2014,"young-adult,fiction,fantasy,paranormal,mystery,thriller,crime,romance"
319003,19060.0,Madame Bovary,Paperback,"1461,54647,474490,1460",329,2004,"fiction,romance,history,historical fiction,biography"
319593,17237.0,"The A.B.C. Murders (Hercule Poirot, #13)",Hardcover,123715,247,2006,"mystery,thriller,crime,fiction,history,historical fiction,biography"
319601,17037.0,"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Hardcover,123715,288,2006,"mystery,thriller,crime,fiction,history,historical fiction,biography"
320877,19997.0,The Winner Stands Alone,Hardcover,566,368,2009,"fiction,mystery,thriller,crime,romance"
323925,6701.0,"Bared to You (Crossfire, #1)",Paperback,19823,338,2012,"romance,fiction"
327531,8393.0,"The Witching Hour (Lives of the Mayfair Witches, #1)",Paperback,7577,1207,2004,"fantasy,paranormal,fiction,history,historical fiction,biography,romance,mystery,thriller,crime"
328208,1391.0,Orange Is the New Black,Hardcover,2867696,298,2010,"non-fiction,history,historical fiction,biography,mystery,thriller,crime,fiction,comics,graphic"
330193,17586.0,After Dark,Hardcover,"3354,7306",191,2007,"fiction,fantasy,paranormal,mystery,thriller,crime"
330579,6832.0,"Inkheart (Inkworld, #1)",Paperback,"15873,25355",548,2005,"young-adult,fantasy,paranormal,fiction,children,mystery,thriller,crime,romance"
330868,14795.0,The Storyteller,Hardcover,7128,460,2013,"fiction,history,historical fiction,biography,mystery,thriller,crime,romance"
331253,5192.0,"The Testing (The Testing, #1)",Hardcover,4027380,325,2013,"young-adult,fiction,romance,fantasy,paranormal,mystery,thriller,crime"
331486,8432.0,"The Last Unicorn (The Last Unicorn, #1)",Paperback,1067608,294,2008,"fantasy,paranormal,fiction,young-adult,children,romance"
333182,8324.0,Jude the Obscure,Paperback,15905,310,2006,"fiction,history,historical fiction,biography,romance"
334870,761.0,Stranger in a Strange Land,Paperback,205,528,1991,"fiction,fantasy,paranormal"
334910,19905.0,"The Short Second Life of Bree Tanner (Twilight, #3.5)",Hardcover,941441,178,2010,"young-adult,fantasy,paranormal,fiction,romance"
335124,21851.0,"Into the Wild (Warriors, #1)",Paperback,27498,288,2004,"fantasy,paranormal,young-adult,fiction,children,mystery,thriller,crime"
335360,17562.0,The Dark Tower: The Gunslinger Born,Hardcover,"13681,3470,12738,156274,3389",240,2007,"comics,graphic,fantasy,paranormal,fiction,mystery,thriller,crime"
336890,17540.0,The Night Before Christmas,Hardcover,"64709,16325",32,1998,"children,poetry,fiction,fantasy,paranormal,young-adult"
339652,26421.0,"Linger (The Wolves of Mercy Falls, #2)",Hardcover,1330292,360,2010,"fantasy,paranormal,romance,young-adult,fiction,mystery,thriller,crime"
341395,116331.0,Tao Te Ching,Paperback,"2622245,1226095,38289,192322,17940",160,1989,"non-fiction,history,historical fiction,biography,fiction,poetry"
344995,7433.0,North and South,Paperback,"1413437,206835",521,1994,"fiction,romance,history,historical fiction,biography"
346003,13213.0,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Hardcover,73149,499,2006,"fantasy,paranormal,fiction,mystery,thriller,crime,young-adult"
348930,1047.0,"Chocolat (Chocolat, #1)",Paperback,9432,306,2000,"romance,fiction,fantasy,paranormal,history,historical fiction,biography"
352090,12700.0,"The Marriage Bargain (Marriage to a Billionaire, #1)",ebook,2965489,160,2012,"romance,fiction"
353744,758.0,A Midsummer Night's Dream,Paperback,"947,569383,8140,270160",298,2016,"fiction,fantasy,paranormal,romance,poetry,history,historical fiction,biography"
353749,7392.0,Twelfth Night,Paperback,947,220,2004,"fiction,romance,poetry,history,historical fiction,biography,fantasy,paranormal"
355113,1336.0,Tenth of December,Hardcover,8885,251,2013,fiction
355890,5903.0,"The Way of Shadows (Night Angel, #1)",Mass Market Paperback,1370283,645,2008,"fantasy,paranormal,fiction,young-adult,romance"
356132,111639.0,"The History of the Hobbit, Part One: Mr. Baggins",Hardcover,"42158,656983",467,2007,"fantasy,paranormal,fiction,non-fiction,history,historical fiction,biography,children,young-adult"
358307,6637.0,"Article 5 (Article 5, #1)",Hardcover,4692856,362,2012,"young-adult,romance,fiction,fantasy,paranormal,mystery,thriller,crime"
358565,369.0,"Thinking, Fast and Slow",Hardcover,72401,418,2011,non-fiction
358835,7061.0,"Free Four: Tobias Tells the Divergent Knife-Throwing Scene (Divergent, #1.5)",ebook,4039811,43,2012,"young-adult,fiction,fantasy,paranormal,romance"
359083,6446.0,"Reckless (Thoughtless, #3)",Kindle Edition,4372391,546,2013,"romance,young-adult,fiction"
360119,7325.0,On the Road,Paperback,1742,307,1976,"fiction,non-fiction,history,historical fiction,biography,poetry"
360550,2785.0,"Half Bad (The Half Bad Trilogy, #1)",Hardcover,7314532,394,2014,"fantasy,paranormal,young-adult,fiction,romance"
361190,12760.0,"Warbreaker (Warbreaker, #1)",ebook,38550,688,2009,"fantasy,paranormal,fiction,romance,mystery,thriller,crime,young-adult"
363611,7972.0,Speak,Paperback,10003,208,2001,"young-adult,fiction"
363887,1080.0,Jaws,Hardcover,59542,320,2005,"fiction,mystery,thriller,crime"
366621,1042.0,"Forever Princess (The Princess Diaries, #10)",Hardcover,11654,383,2009,"young-adult,romance,fiction"
369715,1222.0,The Namesake,Paperback,3670,291,2004,"fiction,history,historical fiction,biography,romance"
370152,1283.0,We Were Liars,Kindle Edition,173491,242,2014,"young-adult,mystery,thriller,crime,fiction,romance"
370229,7344.0,The Velveteen Rabbit,Paperback,"83846,4418206",40,1987,"children,fiction,fantasy,paranormal,young-adult"
370241,1200.0,My Sister's Keeper,Paperback,7128,423,2005,"fiction,young-adult,romance"
370243,14865.0,Salem Falls,Paperback,7128,434,2002,"fiction,romance,mystery,thriller,crime,young-adult"
370244,14862.0,Picture Perfect,Paperback,7128,369,2002,"fiction,romance,mystery,thriller,crime"
370245,14866.0,Keeping Faith,Paperback,7128,422,2006,"fiction,romance,mystery,thriller,crime,young-adult"
370246,25698.0,Mercy,Paperback,7128,400,2001,"fiction,romance,mystery,thriller,crime"
370726,7336.0,Vanity Fair,Paperback,"3953,40229",867,2003,"fiction,history,historical fiction,biography,romance"
373113,19293.0,"The Fury / Dark Reunion (The Vampire Diaries, #3-4)",Paperback,50873,520,2007,"young-adult,fantasy,paranormal,romance,fiction,mystery,thriller,crime"
373168,12858.0,"The Way of Kings (The Stormlight Archive, #1)",Hardcover,38550,1007,2010,"fantasy,paranormal,fiction"
373344,8379.0,"Postmortem (Kay Scarpetta, #1)",Paperback,1025097,342,2003,"mystery,thriller,crime,fiction"
375270,13335.0,Tiny Beautiful Things: Advice on Love and Life from Dear Sugar,ebook,155717,304,2012,"non-fiction,history,historical fiction,biography,fiction"
377325,4762.0,"Fear (Gone, #5)",Hardcover,1599723,509,2012,"young-adult,fiction,fantasy,paranormal,romance,mystery,thriller,crime"
378342,7490.0,"Shatter Me (Shatter Me, #1)",Hardcover,4637539,338,2011,"young-adult,romance,fantasy,paranormal,fiction"
380057,12846.0,"The Fairy-Tale Detectives (The Sisters Grimm, #1)",Hardcover,"65335,65334",284,2005,"fantasy,paranormal,mystery,thriller,crime,children,young-adult,fiction"
380109,443.0,The Little Prince,Paperback,"1020792,27112,4479191,5358171",93,2000,"fiction,fantasy,paranormal,children,young-adult"
384822,12965.0,"Kane and Abel (Kane and Abel, #1)",Paperback,4820,592,2004,"fiction,history,historical fiction,biography,mystery,thriller,crime,romance"
384823,24198.0,"Not a Penny More, Not a Penny Less",Paperback,4820,305,2004,"fiction,mystery,thriller,crime,history,historical fiction,biography"
384826,39466.0,"The Prodigal Daughter (Kane & Abel, #2)",Paperback,4820,496,2004,"fiction,mystery,thriller,crime,history,historical fiction,biography,romance"
384828,39463.0,Sons of Fortune,Paperback,4820,608,2003,"fiction,mystery,thriller,crime,history,historical fiction,biography,non-fiction"
385799,7420.0,The Tell-Tale Heart and Other Writings,Mass Market Paperback,4624490,448,2004,"fiction,fantasy,paranormal,mystery,thriller,crime,poetry,young-adult,history,historical fiction,biography"
385998,5463.0,"The Last Olympian (Percy Jackson and the Olympians, #5)",Audio CD,15872,11,2009,"fantasy,paranormal,young-adult,fiction,children,romance"
386554,6204.0,"The Last Star (The 5th Wave, #3)",Hardcover,3377941,338,2016,"young-adult,fiction,fantasy,paranormal,romance"
388195,13414.0,The Hound of the Baskervilles,Mass Market Paperback,"2448,6331,3493507,415985",256,2001,"mystery,thriller,crime,fiction,history,historical fiction,biography"
388738,4614.0,"Tithe (Modern Faerie Tales, #1)",Paperback,25422,332,2004,"fantasy,paranormal,young-adult,romance,fiction"
388849,18131.0,How to Be a Woman,Paperback,939363,312,2011,"non-fiction,history,historical fiction,biography,comics,graphic,fiction"
390306,21087.0,"Killer (Pretty Little Liars, #6)",Library Binding,93970,320,2009,"young-adult,fiction,mystery,thriller,crime,romance"
390329,19559.0,"The Summer I Turned Pretty (Summer, #1)",Hardcover,151371,276,2009,"young-adult,romance,fiction"
391547,8101.0,"Delirium (Delirium, #1)",Hardcover,2936493,441,2011,"young-adult,romance,fiction,fantasy,paranormal"
